method,start0,start1,iter,x,f_x,dx
newton_numeric,-3,nan,1,-3.20382545764154,0.890825603654435,0.203825457641543
newton_numeric,-3,nan,2,-3.1694445527799,0.0287408601422555,0.0343809048616399
newton_numeric,-3,nan,3,-3.16825924857166,3.34038612606058e-05,0.00118530420824525
newton_numeric,-3,nan,4,-3.16825786775115,4.52976545162187e-11,1.38082050682442e-06
newton_numeric,-3,nan,5,-3.16825786774928,4.88498130835069e-15,1.87228010872786e-12
newton_numeric,-3,nan,6,-3.16825786774928,4.88498130835069e-15,0
newton_numeric,-3,nan,1,-3.20382545764154,0.890825603654435,0.203825457641543
newton_numeric,-3,nan,2,-3.1694445527799,0.0287408601422555,0.0343809048616399
newton_numeric,-3,nan,3,-3.16825924857166,3.34038612606058e-05,0.00118530420824525
newton_numeric,-3,nan,4,-3.16825786775115,4.52976545162187e-11,1.38082050682442e-06
newton_numeric,-3,nan,5,-3.16825786774928,4.88498130835069e-15,1.87228010872786e-12
newton_numeric,-3,nan,6,-3.16825786774928,4.88498130835069e-15,0
newton_numeric,-3,nan,1,-3.20382545764154,0.890825603654435,0.203825457641543
newton_numeric,-3,nan,2,-3.1694445527799,0.0287408601422555,0.0343809048616399
newton_numeric,-3,nan,3,-3.16825924857166,3.34038612606058e-05,0.00118530420824525
newton_numeric,-3,nan,4,-3.16825786775115,4.52976545162187e-11,1.38082050682442e-06
newton_numeric,-3,nan,5,-3.16825786774928,4.88498130835069e-15,1.87228010872786e-12
newton_numeric,-3,nan,6,-3.16825786774928,4.88498130835069e-15,0
newton_numeric,-3,nan,1,-3.20382545764154,0.890825603654435,0.203825457641543
newton_numeric,-3,nan,2,-3.1694445527799,0.0287408601422555,0.0343809048616399
newton_numeric,-3,nan,3,-3.16825924857166,3.34038612606058e-05,0.00118530420824525
newton_numeric,-3,nan,4,-3.16825786775115,4.52976545162187e-11,1.38082050682442e-06
newton_numeric,-3,nan,5,-3.16825786774928,4.88498130835069e-15,1.87228010872786e-12
newton_numeric,-3,nan,6,-3.16825786774928,4.88498130835069e-15,0
newton_numeric,-3,nan,1,-3.20382545764154,0.890825603654435,0.203825457641543
newton_numeric,-3,nan,2,-3.1694445527799,0.0287408601422555,0.0343809048616399
newton_numeric,-3,nan,3,-3.16825924857166,3.34038612606058e-05,0.00118530420824525
newton_numeric,-3,nan,4,-3.16825786775115,4.52976545162187e-11,1.38082050682442e-06
newton_numeric,-3,nan,5,-3.16825786774928,4.88498130835069e-15,1.87228010872786e-12
newton_numeric,-3,nan,6,-3.16825786774928,4.88498130835069e-15,0
newton_numeric,-3,nan,1,-3.20382545764154,0.890825603654435,0.203825457641543
newton_numeric,-3,nan,2,-3.1694445527799,0.0287408601422555,0.0343809048616399
newton_numeric,-3,nan,3,-3.16825924857166,3.34038612606058e-05,0.00118530420824525
newton_numeric,-3,nan,4,-3.16825786775115,4.52976545162187e-11,1.38082050682442e-06
newton_numeric,-3,nan,5,-3.16825786774928,4.88498130835069e-15,1.87228010872786e-12
newton_numeric,-3,nan,6,-3.16825786774928,4.88498130835069e-15,0
newton_numeric,-3,nan,1,-3.20382545764154,0.890825603654435,0.203825457641543
newton_numeric,-3,nan,2,-3.1694445527799,0.0287408601422555,0.0343809048616399
newton_numeric,-3,nan,3,-3.16825924857166,3.34038612606058e-05,0.00118530420824525
newton_numeric,-3,nan,4,-3.16825786775115,4.52976545162187e-11,1.38082050682442e-06
newton_numeric,-3,nan,5,-3.16825786774928,4.88498130835069e-15,1.87228010872786e-12
newton_numeric,-3,nan,6,-3.16825786774928,4.88498130835069e-15,0
newton_numeric,-3,nan,1,-3.20382545764154,0.890825603654435,0.203825457641543
newton_numeric,-3,nan,2,-3.1694445527799,0.0287408601422555,0.0343809048616399
newton_numeric,-3,nan,3,-3.16825924857166,3.34038612606058e-05,0.00118530420824525
newton_numeric,-3,nan,4,-3.16825786775115,4.52976545162187e-11,1.38082050682442e-06
newton_numeric,-3,nan,5,-3.16825786774928,4.88498130835069e-15,1.87228010872786e-12
newton_numeric,-3,nan,6,-3.16825786774928,4.88498130835069e-15,0
newton_numeric,-3,nan,1,-3.20382545764154,0.890825603654435,0.203825457641543
newton_numeric,-3,nan,2,-3.1694445527799,0.0287408601422555,0.0343809048616399
newton_numeric,-3,nan,3,-3.16825924857166,3.34038612606058e-05,0.00118530420824525
newton_numeric,-3,nan,4,-3.16825786775115,4.52976545162187e-11,1.38082050682442e-06
newton_numeric,-3,nan,5,-3.16825786774928,4.88498130835069e-15,1.87228010872786e-12
newton_numeric,-3,nan,6,-3.16825786774928,4.88498130835069e-15,0
newton_numeric,-3,nan,1,-3.20382545764154,0.890825603654435,0.203825457641543
newton_numeric,-3,nan,2,-3.1694445527799,0.0287408601422555,0.0343809048616399
newton_numeric,-3,nan,3,-3.16825924857166,3.34038612606058e-05,0.00118530420824525
newton_numeric,-3,nan,4,-3.16825786775115,4.52976545162187e-11,1.38082050682442e-06
newton_numeric,-3,nan,5,-3.16825786774928,4.88498130835069e-15,1.87228010872786e-12
newton_numeric,-3,nan,6,-3.16825786774928,4.88498130835069e-15,0
newton_numeric,-3,nan,1,-3.20382545764154,0.890825603654435,0.203825457641543
newton_numeric,-3,nan,2,-3.1694445527799,0.0287408601422555,0.0343809048616399
newton_numeric,-3,nan,3,-3.16825924857166,3.34038612606058e-05,0.00118530420824525
newton_numeric,-3,nan,4,-3.16825786775115,4.52976545162187e-11,1.38082050682442e-06
newton_numeric,-3,nan,5,-3.16825786774928,4.88498130835069e-15,1.87228010872786e-12
newton_numeric,-3,nan,6,-3.16825786774928,4.88498130835069e-15,0
